Replicate,File Name,Sample Type,Molecule Name,Analyte Concentration,Area,Product Mz,Background,Points Across Peak,RatioLightToHeavy,Slope,Intercept,R Squared,Error Message,Accuracy,Calculated Concentration,Fwhm,Precursor Mz,Fragment Ion Type,Isotope Label Type,Normalized Area
16_std3000,mtab_Zoop2_BC_lumos_071423_067.raw,Standard,glucosamine-6-phosphate,3000,7735,370.09933,0,53,#N/A,5.0599E-3,-9.5307E-1,0.9235,,43.5%,1.3046E+3,0.04,370.09933,precursor,heavyC13,5.6483E+0
17_std7000,mtab_Zoop2_BC_lumos_071423_068.raw,Standard,glucosamine-6-phosphate,7000,2112,370.09933,0,51,#N/A,5.0599E-3,-9.5307E-1,0.9235,,111.7%,7.8207E+3,0.01,370.09933,precursor,heavyC13,3.8619E+1
pool1,mtab_Zoop2_BC_lumos_071423_070.raw,Quality Control,glucosamine-6-phosphate,,18964,370.09933,0,55,#N/A,5.0599E-3,-9.5307E-1,0.9235,,#N/A,1.8836E+2,0.03,370.09933,precursor,heavyC13,0.0000E+0
pool2,mtab_Zoop2_BC_lumos_071423_082.raw,Quality Control,glucosamine-6-phosphate,,13243,370.09933,0,57,#N/A,5.0599E-3,-9.5307E-1,0.9235,,#N/A,2.0346E+2,0.02,370.09933,precursor,heavyC13,7.6391E-2
pool3,mtab_Zoop2_BC_lumos_071423_094.raw,Quality Control,glucosamine-6-phosphate,,3573,370.09933,0,57,#N/A,5.0599E-3,-9.5307E-1,0.9235,,#N/A,1.8836E+2,0.01,370.09933,precursor,heavyC13,0.0000E+0
18_t0_ctrl_6,mtab_Zoop2_BC_lumos_071423_076.raw,Unknown,glucosamine-6-phosphate,,2510,370.09933,0,56,#N/A,5.0599E-3,-9.5307E-1,0.9235,,#N/A,1.8836E+2,0.01,370.09933,precursor,heavyC13,0.0000E+0
19_t0_ctrl_16,mtab_Zoop2_BC_lumos_071423_093.raw,Unknown,glucosamine-6-phosphate,,0,370.09933,0,56,#N/A,5.0599E-3,-9.5307E-1,0.9235,,#N/A,1.8836E+2,0.28,370.09933,precursor,heavyC13,0.0000E+0
20_t0_ctrl_4,mtab_Zoop2_BC_lumos_071423_075.raw,Unknown,glucosamine-6-phosphate,,9491,370.09933,0,57,#N/A,5.0599E-3,-9.5307E-1,0.9235,,#N/A,1.8836E+2,0.11,370.09933,precursor,heavyC13,0.0000E+0
21_t6_ctrl_53,mtab_Zoop2_BC_lumos_071423_092.raw,Unknown,glucosamine-6-phosphate,,0,370.09933,0,57,#N/A,5.0599E-3,-9.5307E-1,0.9235,,#N/A,1.8836E+2,0.28,370.09933,precursor,heavyC13,0.0000E+0
22_t6_ctrl_26,mtab_Zoop2_BC_lumos_071423_073.raw,Unknown,glucosamine-6-phosphate,,7006,370.09933,0,56,#N/A,5.0599E-3,-9.5307E-1,0.9235,,#N/A,1.8836E+2,0.01,370.09933,precursor,heavyC13,0.0000E+0
23_t6_ctrl_22,mtab_Zoop2_BC_lumos_071423_085.raw,Unknown,glucosamine-6-phosphate,,4592,370.09933,0,57,#N/A,5.0599E-3,-9.5307E-1,0.9235,,#N/A,1.8836E+2,0.02,370.09933,precursor,heavyC13,0.0000E+0
24_t6_Px_52,mtab_Zoop2_BC_lumos_071423_089.raw,Unknown,glucosamine-6-phosphate,,2011,370.09933,0,55,#N/A,5.0599E-3,-9.5307E-1,0.9235,,#N/A,1.8836E+2,0.01,370.09933,precursor,heavyC13,0.0000E+0
25_t6_Px_12,mtab_Zoop2_BC_lumos_071423_074.raw,Unknown,glucosamine-6-phosphate,,14546,370.09933,0,57,#N/A,5.0599E-3,-9.5307E-1,0.9235,,#N/A,1.8836E+2,0.02,370.09933,precursor,heavyC13,0.0000E+0
26_t6_Px_11,mtab_Zoop2_BC_lumos_071423_087.raw,Unknown,glucosamine-6-phosphate,,8428,370.09933,0,56,#N/A,5.0599E-3,-9.5307E-1,0.9235,,#N/A,1.8836E+2,0.01,370.09933,precursor,heavyC13,0.0000E+0
27_t12_ctrl_2,mtab_Zoop2_BC_lumos_071423_083.raw,Unknown,glucosamine-6-phosphate,,6274,370.09933,0,56,#N/A,5.0599E-3,-9.5307E-1,0.9235,,#N/A,1.8836E+2,0.01,370.09933,precursor,heavyC13,0.0000E+0
28_t12_ctrl_5,mtab_Zoop2_BC_lumos_071423_081.raw,Unknown,glucosamine-6-phosphate,,5537,370.09933,0,56,#N/A,5.0599E-3,-9.5307E-1,0.9235,,#N/A,1.9365E+2,0.01,370.09933,precursor,heavyC13,2.6790E-2
29_t12_ctrl_25,mtab_Zoop2_BC_lumos_071423_072.raw,Unknown,glucosamine-6-phosphate,,12466,370.09933,0,56,#N/A,5.0599E-3,-9.5307E-1,0.9235,,#N/A,1.9475E+2,0.09,370.09933,precursor,heavyC13,3.2336E-2
30_t12_Px_57,mtab_Zoop2_BC_lumos_071423_079.raw,Unknown,glucosamine-6-phosphate,,13981,370.09933,0,55,#N/A,5.0599E-3,-9.5307E-1,0.9235,,#N/A,1.8836E+2,0.02,370.09933,precursor,heavyC13,0.0000E+0
31_t12_Px_10,mtab_Zoop2_BC_lumos_071423_088.raw,Unknown,glucosamine-6-phosphate,,0,370.09933,0,56,#N/A,5.0599E-3,-9.5307E-1,0.9235,,#N/A,1.8836E+2,0.28,370.09933,precursor,heavyC13,0.0000E+0
32_t12_Px_18,mtab_Zoop2_BC_lumos_071423_086.raw,Unknown,glucosamine-6-phosphate,,0,370.09933,0,56,#N/A,5.0599E-3,-9.5307E-1,0.9235,,#N/A,1.8836E+2,0.28,370.09933,precursor,heavyC13,0.0000E+0
33_t12_Euph_24,mtab_Zoop2_BC_lumos_071423_084.raw,Unknown,glucosamine-6-phosphate,,15961,370.09933,0,57,#N/A,5.0599E-3,-9.5307E-1,0.9235,,#N/A,1.9425E+2,0.03,370.09933,precursor,heavyC13,2.9813E-2
34_t12_Euph_68,mtab_Zoop2_BC_lumos_071423_077.raw,Unknown,glucosamine-6-phosphate,,11056,370.09933,0,57,#N/A,5.0599E-3,-9.5307E-1,0.9235,,#N/A,1.8836E+2,0.01,370.09933,precursor,heavyC13,0.0000E+0
35_t12_Euph_15,mtab_Zoop2_BC_lumos_071423_078.raw,Unknown,glucosamine-6-phosphate,,3406,370.09933,0,57,#N/A,5.0599E-3,-9.5307E-1,0.9235,,#N/A,1.8836E+2,0.01,370.09933,precursor,heavyC13,0.0000E+0
36_t12_Cpy_3,mtab_Zoop2_BC_lumos_071423_090.raw,Unknown,glucosamine-6-phosphate,,0,370.09933,0,56,#N/A,5.0599E-3,-9.5307E-1,0.9235,,#N/A,3.2657E+2,0.28,370.09933,precursor,heavyC13,6.9936E-1
37_t12_Cpy_9,mtab_Zoop2_BC_lumos_071423_071.raw,Unknown,glucosamine-6-phosphate,,4644,370.09933,0,54,#N/A,5.0599E-3,-9.5307E-1,0.9235,,#N/A,1.8836E+2,0.01,370.09933,precursor,heavyC13,0.0000E+0
38_t12_Amph_17,mtab_Zoop2_BC_lumos_071423_091.raw,Unknown,glucosamine-6-phosphate,,8688,370.09933,0,56,#N/A,5.0599E-3,-9.5307E-1,0.9235,,#N/A,1.8836E+2,0.11,370.09933,precursor,heavyC13,0.0000E+0
39_t12_Amph_21,mtab_Zoop2_BC_lumos_071423_080.raw,Unknown,glucosamine-6-phosphate,,8879,370.09933,0,57,#N/A,5.0599E-3,-9.5307E-1,0.9235,,#N/A,1.9900E+2,0.1,370.09933,precursor,heavyC13,5.3854E-2
MQ1,mtab_Zoop2_BC_lumos_071423_001.raw,Double Blank,glucosamine-6-phosphate lose H2O,,0,346.0686,0,61,#N/A,1.5381E-3,-1.4412E-1,0.9927,,#N/A,NaN,0.31,346.0686,precursor,light,NaN
MQ2,mtab_Zoop2_BC_lumos_071423_095.raw,Double Blank,glucosamine-6-phosphate lose H2O,,0,346.0686,0,64,#N/A,1.5381E-3,-1.4412E-1,0.9927,,#N/A,NaN,0.31,346.0686,precursor,light,NaN
1_std0,mtab_Zoop2_BC_lumos_071423_052.raw,Standard,glucosamine-6-phosphate lose H2O,0,0,346.0686,0,62,#N/A,1.5381E-3,-1.4412E-1,0.9927,,∞,9.3700E+1,0.31,346.0686,precursor,light,0.0000E+0
2_std0,mtab_Zoop2_BC_lumos_071423_053.raw,Standard,glucosamine-6-phosphate lose H2O,0,0,346.0686,0,61,#N/A,1.5381E-3,-1.4412E-1,0.9927,,∞,9.3700E+1,0.31,346.0686,precursor,light,0.0000E+0
3_std0,mtab_Zoop2_BC_lumos_071423_054.raw,Standard,glucosamine-6-phosphate lose H2O,0,0,346.0686,0,61,#N/A,1.5381E-3,-1.4412E-1,0.9927,,∞,9.3700E+1,0.31,346.0686,precursor,light,0.0000E+0
4_std5,mtab_Zoop2_BC_lumos_071423_055.raw,Standard,glucosamine-6-phosphate lose H2O,5,0,346.0686,0,61,#N/A,1.5381E-3,-1.4412E-1,0.9927,,1874%,9.3700E+1,0.31,346.0686,precursor,light,0.0000E+0
5_std10,mtab_Zoop2_BC_lumos_071423_056.raw,Standard,glucosamine-6-phosphate lose H2O,10,0,346.0686,0,62,#N/A,1.5381E-3,-1.4412E-1,0.9927,,937%,9.3700E+1,0.31,346.0686,precursor,light,0.0000E+0
6_std20,mtab_Zoop2_BC_lumos_071423_057.raw,Standard,glucosamine-6-phosphate lose H2O,20,0,346.0686,0,62,#N/A,1.5381E-3,-1.4412E-1,0.9927,,468.5%,9.3700E+1,0.31,346.0686,precursor,light,0.0000E+0
7_std30,mtab_Zoop2_BC_lumos_071423_058.raw,Standard,glucosamine-6-phosphate lose H2O,30,0,346.0686,0,62,#N/A,1.5381E-3,-1.4412E-1,0.9927,,312.3%,9.3700E+1,0.31,346.0686,precursor,light,0.0000E+0
8_std50,mtab_Zoop2_BC_lumos_071423_059.raw,Standard,glucosamine-6-phosphate lose H2O,50,0,346.0686,0,62,#N/A,1.5381E-3,-1.4412E-1,0.9927,,187.4%,9.3700E+1,0.31,346.0686,precursor,light,0.0000E+0
9_std70,mtab_Zoop2_BC_lumos_071423_060.raw,Standard,glucosamine-6-phosphate lose H2O,70,0,346.0686,0,62,#N/A,1.5381E-3,-1.4412E-1,0.9927,,133.9%,9.3700E+1,0.31,346.0686,precursor,light,0.0000E+0
10_std85,mtab_Zoop2_BC_lumos_071423_061.raw,Standard,glucosamine-6-phosphate lose H2O,85,0,346.0686,0,62,#N/A,1.5381E-3,-1.4412E-1,0.9927,,110.2%,9.3700E+1,0.31,346.0686,precursor,light,0.0000E+0
11_std100,mtab_Zoop2_BC_lumos_071423_062.raw,Standard,glucosamine-6-phosphate lose H2O,100,0,346.0686,0,62,#N/A,1.5381E-3,-1.4412E-1,0.9927,,93.7%,9.3700E+1,0.31,346.0686,precursor,light,0.0000E+0
12_std300,mtab_Zoop2_BC_lumos_071423_063.raw,Standard,glucosamine-6-phosphate lose H2O,300,14943,346.0686,0,63,#N/A,1.5381E-3,-1.4412E-1,0.9927,,63.5%,1.9056E+2,0.02,346.0686,precursor,light,1.4899E-1
13_std500,mtab_Zoop2_BC_lumos_071423_064.raw,Standard,glucosamine-6-phosphate lose H2O,500,98589,346.0686,0,63,#N/A,1.5381E-3,-1.4412E-1,0.9927,,90%,4.5014E+2,0.04,346.0686,precursor,light,5.4825E-1
14_std700,mtab_Zoop2_BC_lumos_071423_065.raw,Standard,glucosamine-6-phosphate lose H2O,700,101953,346.0686,0,63,#N/A,1.5381E-3,-1.4412E-1,0.9927,,94.2%,6.5914E+2,0.04,346.0686,precursor,light,8.6972E-1
15_std1000,mtab_Zoop2_BC_lumos_071423_066.raw,Standard,glucosamine-6-phosphate lose H2O,1000,113817,346.0686,0,62,#N/A,1.5381E-3,-1.4412E-1,0.9927,,72.7%,7.2732E+2,0.04,346.0686,precursor,light,9.7460E-1
16_std3000,mtab_Zoop2_BC_lumos_071423_067.raw,Standard,glucosamine-6-phosphate lose H2O,3000,559072,346.0686,0,60,#N/A,1.5381E-3,-1.4412E-1,0.9927,,86.1%,2.5836E+3,0.03,346.0686,precursor,light,3.8298E+0
17_std7000,mtab_Zoop2_BC_lumos_071423_068.raw,Standard,glucosamine-6-phosphate lose H2O,7000,811788,346.0686,0,58,#N/A,1.5381E-3,-1.4412E-1,0.9927,,103.3%,7.2285E+3,0.03,346.0686,precursor,light,1.0974E+1
pool1,mtab_Zoop2_BC_lumos_071423_070.raw,Quality Control,glucosamine-6-phosphate lose H2O,,0,346.0686,0,61,#N/A,1.5381E-3,-1.4412E-1,0.9927,,#N/A,9.3700E+1,0.31,346.0686,precursor,light,0.0000E+0
pool2,mtab_Zoop2_BC_lumos_071423_082.raw,Quality Control,glucosamine-6-phosphate lose H2O,,0,346.0686,0,63,#N/A,1.5381E-3,-1.4412E-1,0.9927,,#N/A,9.3700E+1,0.31,346.0686,precursor,light,0.0000E+0
pool3,mtab_Zoop2_BC_lumos_071423_094.raw,Quality Control,glucosamine-6-phosphate lose H2O,,0,346.0686,0,63,#N/A,1.5381E-3,-1.4412E-1,0.9927,,#N/A,9.3700E+1,0.31,346.0686,precursor,light,0.0000E+0
18_t0_ctrl_6,mtab_Zoop2_BC_lumos_071423_076.raw,Unknown,glucosamine-6-phosphate lose H2O,,0,346.0686,0,63,#N/A,1.5381E-3,-1.4412E-1,0.9927,,#N/A,9.3700E+1,0.31,346.0686,precursor,light,0.0000E+0
19_t0_ctrl_16,mtab_Zoop2_BC_lumos_071423_093.raw,Unknown,glucosamine-6-phosphate lose H2O,,0,346.0686,0,63,#N/A,1.5381E-3,-1.4412E-1,0.9927,,#N/A,9.3700E+1,0.31,346.0686,precursor,light,0.0000E+0
20_t0_ctrl_4,mtab_Zoop2_BC_lumos_071423_075.raw,Unknown,glucosamine-6-phosphate lose H2O,,0,346.0686,0,64,#N/A,1.5381E-3,-1.4412E-1,0.9927,,#N/A,9.3700E+1,0.31,346.0686,precursor,light,0.0000E+0
21_t6_ctrl_53,mtab_Zoop2_BC_lumos_071423_092.raw,Unknown,glucosamine-6-phosphate lose H2O,,0,346.0686,0,64,#N/A,1.5381E-3,-1.4412E-1,0.9927,,#N/A,9.3700E+1,0.31,346.0686,precursor,light,0.0000E+0
22_t6_ctrl_26,mtab_Zoop2_BC_lumos_071423_073.raw,Unknown,glucosamine-6-phosphate lose H2O,,0,346.0686,0,62,#N/A,1.5381E-3,-1.4412E-1,0.9927,,#N/A,9.3700E+1,0.31,346.0686,precursor,light,0.0000E+0
23_t6_ctrl_22,mtab_Zoop2_BC_lumos_071423_085.raw,Unknown,glucosamine-6-phosphate lose H2O,,0,346.0686,0,64,#N/A,1.5381E-3,-1.4412E-1,0.9927,,#N/A,9.3700E+1,0.31,346.0686,precursor,light,0.0000E+0
24_t6_Px_52,mtab_Zoop2_BC_lumos_071423_089.raw,Unknown,glucosamine-6-phosphate lose H2O,,0,346.0686,0,62,#N/A,1.5381E-3,-1.4412E-1,0.9927,,#N/A,9.3700E+1,0.31,346.0686,precursor,light,0.0000E+0
25_t6_Px_12,mtab_Zoop2_BC_lumos_071423_074.raw,Unknown,glucosamine-6-phosphate lose H2O,,0,346.0686,0,63,#N/A,1.5381E-3,-1.4412E-1,0.9927,,#N/A,9.3700E+1,0.31,346.0686,precursor,light,0.0000E+0
26_t6_Px_11,mtab_Zoop2_BC_lumos_071423_087.raw,Unknown,glucosamine-6-phosphate lose H2O,,0,346.0686,0,63,#N/A,1.5381E-3,-1.4412E-1,0.9927,,#N/A,9.3700E+1,0.31,346.0686,precursor,light,0.0000E+0
27_t12_ctrl_2,mtab_Zoop2_BC_lumos_071423_083.raw,Unknown,glucosamine-6-phosphate lose H2O,,0,346.0686,0,63,#N/A,1.5381E-3,-1.4412E-1,0.9927,,#N/A,9.3700E+1,0.31,346.0686,precursor,light,0.0000E+0
28_t12_ctrl_5,mtab_Zoop2_BC_lumos_071423_081.raw,Unknown,glucosamine-6-phosphate lose H2O,,0,346.0686,0,63,#N/A,1.5381E-3,-1.4412E-1,0.9927,,#N/A,9.3700E+1,0.31,346.0686,precursor,light,0.0000E+0
29_t12_ctrl_25,mtab_Zoop2_BC_lumos_071423_072.raw,Unknown,glucosamine-6-phosphate lose H2O,,0,346.0686,0,62,#N/A,1.5381E-3,-1.4412E-1,0.9927,,#N/A,9.3700E+1,0.31,346.0686,precursor,light,0.0000E+0
30_t12_Px_57,mtab_Zoop2_BC_lumos_071423_079.raw,Unknown,glucosamine-6-phosphate lose H2O,,0,346.0686,0,61,#N/A,1.5381E-3,-1.4412E-1,0.9927,,#N/A,9.3700E+1,0.31,346.0686,precursor,light,0.0000E+0
31_t12_Px_10,mtab_Zoop2_BC_lumos_071423_088.raw,Unknown,glucosamine-6-phosphate lose H2O,,0,346.0686,0,63,#N/A,1.5381E-3,-1.4412E-1,0.9927,,#N/A,9.3700E+1,0.31,346.0686,precursor,light,0.0000E+0
32_t12_Px_18,mtab_Zoop2_BC_lumos_071423_086.raw,Unknown,glucosamine-6-phosphate lose H2O,,0,346.0686,0,63,#N/A,1.5381E-3,-1.4412E-1,0.9927,,#N/A,9.3700E+1,0.31,346.0686,precursor,light,0.0000E+0
33_t12_Euph_24,mtab_Zoop2_BC_lumos_071423_084.raw,Unknown,glucosamine-6-phosphate lose H2O,,0,346.0686,0,64,#N/A,1.5381E-3,-1.4412E-1,0.9927,,#N/A,9.3700E+1,0.31,346.0686,precursor,light,0.0000E+0
34_t12_Euph_68,mtab_Zoop2_BC_lumos_071423_077.raw,Unknown,glucosamine-6-phosphate lose H2O,,0,346.0686,0,63,#N/A,1.5381E-3,-1.4412E-1,0.9927,,#N/A,9.3700E+1,0.31,346.0686,precursor,light,0.0000E+0
35_t12_Euph_15,mtab_Zoop2_BC_lumos_071423_078.raw,Unknown,glucosamine-6-phosphate lose H2O,,0,346.0686,0,63,#N/A,1.5381E-3,-1.4412E-1,0.9927,,#N/A,9.3700E+1,0.31,346.0686,precursor,light,0.0000E+0
36_t12_Cpy_3,mtab_Zoop2_BC_lumos_071423_090.raw,Unknown,glucosamine-6-phosphate lose H2O,,29420,346.0686,0,63,#N/A,1.5381E-3,-1.4412E-1,0.9927,,#N/A,5.2197E+2,0.02,346.0686,precursor,light,6.5874E-1
37_t12_Cpy_9,mtab_Zoop2_BC_lumos_071423_071.raw,Unknown,glucosamine-6-phosphate lose H2O,,11618,346.0686,0,60,#N/A,1.5381E-3,-1.4412E-1,0.9927,,#N/A,1.5584E+2,0.02,346.0686,precursor,light,9.5581E-2
38_t12_Amph_17,mtab_Zoop2_BC_lumos_071423_091.raw,Unknown,glucosamine-6-phosphate lose H2O,,0,346.0686,0,62,#N/A,1.5381E-3,-1.4412E-1,0.9927,,#N/A,9.3700E+1,0.31,346.0686,precursor,light,0.0000E+0
39_t12_Amph_21,mtab_Zoop2_BC_lumos_071423_080.raw,Unknown,glucosamine-6-phosphate lose H2O,,0,346.0686,0,63,#N/A,1.5381E-3,-1.4412E-1,0.9927,,#N/A,9.3700E+1,0.31,346.0686,precursor,light,0.0000E+0
MQ1,mtab_Zoop2_BC_lumos_071423_001.raw,Double Blank,glucosamine-6-phosphate lose H2O,,0,351.10003,0,61,#N/A,1.5381E-3,-1.4412E-1,0.9927,,#N/A,NaN,0.31,351.10003,precursor,heavyD5,NaN
MQ2,mtab_Zoop2_BC_lumos_071423_095.raw,Double Blank,glucosamine-6-phosphate lose H2O,,0,351.10003,0,64,#N/A,1.5381E-3,-1.4412E-1,0.9927,,#N/A,NaN,0.31,351.10003,precursor,heavyD5,NaN
1_std0,mtab_Zoop2_BC_lumos_071423_052.raw,Standard,glucosamine-6-phosphate lose H2O,0,61080,351.10003,0,62,#N/A,1.5381E-3,-1.4412E-1,0.9927,,∞,9.3700E+1,0.03,351.10003,precursor,heavyD5,0.0000E+0
2_std0,mtab_Zoop2_BC_lumos_071423_053.raw,Standard,glucosamine-6-phosphate lose H2O,0,53907,351.10003,0,61,#N/A,1.5381E-3,-1.4412E-1,0.9927,,∞,9.3700E+1,0.02,351.10003,precursor,heavyD5,0.0000E+0
3_std0,mtab_Zoop2_BC_lumos_071423_054.raw,Standard,glucosamine-6-phosphate lose H2O,0,63715,351.10003,0,61,#N/A,1.5381E-3,-1.4412E-1,0.9927,,∞,9.3700E+1,0.03,351.10003,precursor,heavyD5,0.0000E+0
4_std5,mtab_Zoop2_BC_lumos_071423_055.raw,Standard,glucosamine-6-phosphate lose H2O,5,89860,351.10003,0,61,#N/A,1.5381E-3,-1.4412E-1,0.9927,,1874%,9.3700E+1,0.02,351.10003,precursor,heavyD5,0.0000E+0
5_std10,mtab_Zoop2_BC_lumos_071423_056.raw,Standard,glucosamine-6-phosphate lose H2O,10,124923,351.10003,0,62,#N/A,1.5381E-3,-1.4412E-1,0.9927,,937%,9.3700E+1,0.03,351.10003,precursor,heavyD5,0.0000E+0
6_std20,mtab_Zoop2_BC_lumos_071423_057.raw,Standard,glucosamine-6-phosphate lose H2O,20,82187,351.10003,0,62,#N/A,1.5381E-3,-1.4412E-1,0.9927,,468.5%,9.3700E+1,0.03,351.10003,precursor,heavyD5,0.0000E+0
7_std30,mtab_Zoop2_BC_lumos_071423_058.raw,Standard,glucosamine-6-phosphate lose H2O,30,80899,351.10003,0,62,#N/A,1.5381E-3,-1.4412E-1,0.9927,,312.3%,9.3700E+1,0.02,351.10003,precursor,heavyD5,0.0000E+0
8_std50,mtab_Zoop2_BC_lumos_071423_059.raw,Standard,glucosamine-6-phosphate lose H2O,50,76947,351.10003,0,62,#N/A,1.5381E-3,-1.4412E-1,0.9927,,187.4%,9.3700E+1,0.03,351.10003,precursor,heavyD5,0.0000E+0
9_std70,mtab_Zoop2_BC_lumos_071423_060.raw,Standard,glucosamine-6-phosphate lose H2O,70,116721,351.10003,0,62,#N/A,1.5381E-3,-1.4412E-1,0.9927,,133.9%,9.3700E+1,0.03,351.10003,precursor,heavyD5,0.0000E+0
10_std85,mtab_Zoop2_BC_lumos_071423_061.raw,Standard,glucosamine-6-phosphate lose H2O,85,80809,351.10003,0,62,#N/A,1.5381E-3,-1.4412E-1,0.9927,,110.2%,9.3700E+1,0.03,351.10003,precursor,heavyD5,0.0000E+0
11_std100,mtab_Zoop2_BC_lumos_071423_062.raw,Standard,glucosamine-6-phosphate lose H2O,100,43484,351.10003,3909,62,#N/A,1.5381E-3,-1.4412E-1,0.9927,,93.7%,9.3700E+1,0.03,351.10003,precursor,heavyD5,0.0000E+0
12_std300,mtab_Zoop2_BC_lumos_071423_063.raw,Standard,glucosamine-6-phosphate lose H2O,300,100295,351.10003,0,63,#N/A,1.5381E-3,-1.4412E-1,0.9927,,63.5%,1.9056E+2,0.04,351.10003,precursor,heavyD5,1.4899E-1
13_std500,mtab_Zoop2_BC_lumos_071423_064.raw,Standard,glucosamine-6-phosphate lose H2O,500,179826,351.10003,0,63,#N/A,1.5381E-3,-1.4412E-1,0.9927,,90%,4.5014E+2,0.03,351.10003,precursor,heavyD5,5.4825E-1
14_std700,mtab_Zoop2_BC_lumos_071423_065.raw,Standard,glucosamine-6-phosphate lose H2O,700,117225,351.10003,6030,63,#N/A,1.5381E-3,-1.4412E-1,0.9927,,94.2%,6.5914E+2,0.03,351.10003,precursor,heavyD5,8.6972E-1
15_std1000,mtab_Zoop2_BC_lumos_071423_066.raw,Standard,glucosamine-6-phosphate lose H2O,1000,116784,351.10003,2578,62,#N/A,1.5381E-3,-1.4412E-1,0.9927,,72.7%,7.2732E+2,0.03,351.10003,precursor,heavyD5,9.7460E-1
16_std3000,mtab_Zoop2_BC_lumos_071423_067.raw,Standard,glucosamine-6-phosphate lose H2O,3000,145978,351.10003,0,60,#N/A,1.5381E-3,-1.4412E-1,0.9927,,86.1%,2.5836E+3,0.03,351.10003,precursor,heavyD5,3.8298E+0
17_std7000,mtab_Zoop2_BC_lumos_071423_068.raw,Standard,glucosamine-6-phosphate lose H2O,7000,73972,351.10003,0,58,#N/A,1.5381E-3,-1.4412E-1,0.9927,,103.3%,7.2285E+3,0.03,351.10003,precursor,heavyD5,1.0974E+1
pool1,mtab_Zoop2_BC_lumos_071423_070.raw,Quality Control,glucosamine-6-phosphate lose H2O,,178229,351.10003,0,61,#N/A,1.5381E-3,-1.4412E-1,0.9927,,#N/A,9.3700E+1,0.03,351.10003,precursor,heavyD5,0.0000E+0
pool2,mtab_Zoop2_BC_lumos_071423_082.raw,Quality Control,glucosamine-6-phosphate lose H2O,,144775,351.10003,0,63,#N/A,1.5381E-3,-1.4412E-1,0.9927,,#N/A,9.3700E+1,0.03,351.10003,precursor,heavyD5,0.0000E+0
pool3,mtab_Zoop2_BC_lumos_071423_094.raw,Quality Control,glucosamine-6-phosphate lose H2O,,107051,351.10003,0,63,#N/A,1.5381E-3,-1.4412E-1,0.9927,,#N/A,9.3700E+1,0.03,351.10003,precursor,heavyD5,0.0000E+0
18_t0_ctrl_6,mtab_Zoop2_BC_lumos_071423_076.raw,Unknown,glucosamine-6-phosphate lose H2O,,92156,351.10003,0,63,#N/A,1.5381E-3,-1.4412E-1,0.9927,,#N/A,9.3700E+1,0.03,351.10003,precursor,heavyD5,0.0000E+0
19_t0_ctrl_16,mtab_Zoop2_BC_lumos_071423_093.raw,Unknown,glucosamine-6-phosphate lose H2O,,106399,351.10003,0,63,#N/A,1.5381E-3,-1.4412E-1,0.9927,,#N/A,9.3700E+1,0.03,351.10003,precursor,heavyD5,0.0000E+0
20_t0_ctrl_4,mtab_Zoop2_BC_lumos_071423_075.raw,Unknown,glucosamine-6-phosphate lose H2O,,129616,351.10003,0,64,#N/A,1.5381E-3,-1.4412E-1,0.9927,,#N/A,9.3700E+1,0.03,351.10003,precursor,heavyD5,0.0000E+0
21_t6_ctrl_53,mtab_Zoop2_BC_lumos_071423_092.raw,Unknown,glucosamine-6-phosphate lose H2O,,66627,351.10003,0,64,#N/A,1.5381E-3,-1.4412E-1,0.9927,,#N/A,9.3700E+1,0.04,351.10003,precursor,heavyD5,0.0000E+0
22_t6_ctrl_26,mtab_Zoop2_BC_lumos_071423_073.raw,Unknown,glucosamine-6-phosphate lose H2O,,158050,351.10003,0,62,#N/A,1.5381E-3,-1.4412E-1,0.9927,,#N/A,9.3700E+1,0.03,351.10003,precursor,heavyD5,0.0000E+0
23_t6_ctrl_22,mtab_Zoop2_BC_lumos_071423_085.raw,Unknown,glucosamine-6-phosphate lose H2O,,116373,351.10003,0,64,#N/A,1.5381E-3,-1.4412E-1,0.9927,,#N/A,9.3700E+1,0.03,351.10003,precursor,heavyD5,0.0000E+0
24_t6_Px_52,mtab_Zoop2_BC_lumos_071423_089.raw,Unknown,glucosamine-6-phosphate lose H2O,,83774,351.10003,0,62,#N/A,1.5381E-3,-1.4412E-1,0.9927,,#N/A,9.3700E+1,0.03,351.10003,precursor,heavyD5,0.0000E+0
25_t6_Px_12,mtab_Zoop2_BC_lumos_071423_074.raw,Unknown,glucosamine-6-phosphate lose H2O,,147601,351.10003,0,63,#N/A,1.5381E-3,-1.4412E-1,0.9927,,#N/A,9.3700E+1,0.03,351.10003,precursor,heavyD5,0.0000E+0
26_t6_Px_11,mtab_Zoop2_BC_lumos_071423_087.raw,Unknown,glucosamine-6-phosphate lose H2O,,128901,351.10003,0,63,#N/A,1.5381E-3,-1.4412E-1,0.9927,,#N/A,9.3700E+1,0.03,351.10003,precursor,heavyD5,0.0000E+0
27_t12_ctrl_2,mtab_Zoop2_BC_lumos_071423_083.raw,Unknown,glucosamine-6-phosphate lose H2O,,110097,351.10003,0,63,#N/A,1.5381E-3,-1.4412E-1,0.9927,,#N/A,9.3700E+1,0.03,351.10003,precursor,heavyD5,0.0000E+0
